GaiaDR3 RA_ICRS DE_ICRS dpgeo b_dpgeo B_dpgeo Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag Mass e_Mass logT e_logT logL e_logL logg e_logg Simbad x y z vx vy vz
68354374452892160 55.007854 24.773715 131.644 130.660 132.975 16.3293 0.0065 18.0155 0.0130 15.0796 0.0029 0.3233 0.0240 3.4998 0.0051 -1.9246 0.0573 4.8150 0.0208 Simbad 68.545467 97.921638 55.163520 0.0 0.0 0.0
70941383577307392 55.024062 26.196153 127.194 126.770 127.631 11.0226 0.0009 11.4349 0.0017 10.4405 0.0011 0.9433 0.0124 3.7338 0.0033 -0.2791 0.0250 4.5756 0.0080 Simbad 65.422811 93.517021 56.149233 0.0 0.0 0.0
68660554081641472 55.024954 25.672340 135.167 133.616 136.731 16.9285 0.0007 18.7346 0.0288 15.6578 0.0033 0.2548 0.0277 3.4850 0.0065 -2.0881 0.0657 4.8264 0.0251 Simbad 69.832003 99.822939 58.557596 0.0 0.0 0.0
64653383953596032 55.029259 22.646391 134.595 132.536 136.333 17.1475 0.0012 18.9928 0.0312 15.8517 0.0038 0.2275 0.0314 3.4785 0.0082 -2.1537 0.0773 4.8249 0.0280 Simbad 71.196294 101.789439 51.824822 0.0 0.0 0.0
68232191222851456 55.029689 24.217450 135.220 133.127 137.132 17.7172 0.0025 19.5901 0.0593 16.3561 0.0060 0.1773 0.0188 3.4629 0.0080 -2.2928 0.0671 4.8106 0.0329 Simbad 70.681090 101.054465 55.467354 0.0 0.0 0.0
65108714911246720 55.040436 23.175546 134.018 133.000 135.012 16.4599 0.0011 18.0906 0.0193 15.2177 0.0020 0.3153 0.0198 3.4981 0.0042 -1.9439 0.0464 4.8173 0.0207 Simbad 70.595214 100.972006 52.742730 0.0 0.0 0.0
70175474946486784 55.044632 25.824831 140.080 138.486 141.837 17.1806 0.0012 18.9929 0.0287 15.8967 0.0044 0.2352 0.0274 3.4804 0.0070 -2.1350 0.0665 4.8257 0.0271 Simbad 72.241900 103.343368 61.021824 0.0 0.0 0.0
70189837317110016 55.045591 26.111210 139.182 138.014 140.726 16.7432 0.0011 18.5191 0.0191 15.4802 0.0032 0.2846 0.0251 3.4917 0.0055 -2.0174 0.0587 4.8239 0.0228 Simbad 71.602549 102.432416 61.256070 0.0 0.0 0.0
68600321460320768 55.046074 25.390589 131.807 130.533 133.545 16.9254 0.0014 18.7280 0.0246 15.6538 0.0042 0.2493 0.0272 3.4838 0.0065 -2.1010 0.0647 4.8264 0.0256 Simbad 68.220273 97.595589 56.517098 0.0 0.0 0.0
70176265220466048 55.049736 25.875505 140.617 138.227 144.023 17.9776 0.0011 19.9502 0.0782 16.6425 0.0063 0.1678 0.0148 3.4580 0.0096 -2.3337 0.0815 4.8048 0.0332 Simbad 72.478536 103.701553 61.367675 0.0 0.0 0.0
65096899456994304 55.053173 23.159777 143.005 142.076 143.966 15.8687 0.0009 17.4124 0.0081 14.6531 0.0027 0.3992 0.0152 3.5166 0.0038 -1.7297 0.0403 4.7803 0.0175 Simbad 75.314114 107.772437 56.243376 0.0 0.0 0.0
68595751615127296 55.062200 25.321731 133.736 133.269 134.269 15.0245 0.0008 16.3412 0.0042 13.8930 0.0028 0.4734 0.0078 3.5388 0.0029 -1.5139 0.0230 4.7346 0.0138 Simbad 69.230216 99.099795 57.198982 0.0 0.0 0.0
71409985986006016 55.069482 27.922631 133.222 132.460 133.958 15.4561 0.0012 16.9162 0.0069 14.2720 0.0016 0.4282 0.0122 3.5242 0.0035 -1.6486 0.0344 4.7628 0.0162 Simbad 67.400072 96.506154 62.385045 0.0 0.0 0.0
68170721650939264 55.078598 23.906372 132.058 130.899 133.510 16.6586 0.0009 18.3512 0.0111 15.4040 0.0035 0.2856 0.0251 3.4919 0.0055 -2.0151 0.0586 4.8238 0.0227 Simbad 69.111350 98.989976 53.515614 0.0 0.0 0.0
64720179284934016 55.099417 23.069039 134.214 133.196 135.316 16.6042 0.0008 18.3003 0.0145 15.3493 0.0034 0.2957 0.0207 3.4940 0.0045 -1.9911 0.0481 4.8220 0.0219 Simbad 70.650383 101.272753 52.590417 0.0 0.0 0.0
68348155340347776 55.100892 24.584306 136.121 135.524 136.768 15.1771 0.0009 16.5038 0.0053 14.0430 0.0021 0.4631 0.0093 3.5351 0.0033 -1.5453 0.0277 4.7408 0.0145 Simbad 70.819578 101.520852 56.630655 0.0 0.0 0.0
68183331674900864 55.106815 24.099880 128.265 127.111 129.261 16.8612 0.0013 18.6515 0.0324 15.5863 0.0047 0.2503 0.0205 3.4840 0.0049 -2.0987 0.0486 4.8264 0.0255 Simbad 66.978154 96.035273 52.374261 0.0 0.0 0.0
68334617603435648 55.108751 24.536816 141.072 139.903 142.481 16.9258 0.0013 18.5811 0.0392 15.6484 0.0038 0.2724 0.0227 3.4890 0.0051 -2.0463 0.0533 4.8254 0.0236 Simbad 73.408802 105.263309 58.584081 0.0 0.0 0.0
65112739296356608 55.109580 23.357936 139.547 138.147 141.021 16.7002 0.0014 18.5285 0.0281 15.4263 0.0034 0.2872 0.0269 3.4922 0.0059 -2.0111 0.0627 4.8235 0.0226 Simbad 73.280356 105.082366 55.326757 0.0 0.0 0.0
68233531252642432 55.112406 24.237139 133.391 132.163 134.803 16.4839 0.0014 18.2329 0.0164 15.2290 0.0058 0.3056 0.0259 3.4961 0.0055 -1.9672 0.0610 4.8198 0.0216 Simbad 69.570304 99.772723 54.758900 0.0 0.0 0.0
65125452399528320 55.131346 23.550449 132.814 132.357 133.303 14.4102 0.0008 15.5320 0.0026 13.3545 0.0014 0.5306 0.0072 3.5630 0.0032 -1.3353 0.0206 4.7060 0.0116 Simbad 69.605112 99.893009 53.066680 0.0 0.0 0.0
68606918530067072 55.135841 25.477784 133.195 131.600 134.864 17.2128 0.0011 19.0929 0.0359 15.9197 0.0053 0.2173 0.0262 3.4758 0.0073 -2.1792 0.0665 4.8233 0.0290 Simbad 68.734306 98.659782 57.295310 0.0 0.0 0.0
68129764842889600 55.143305 23.682406 132.792 132.440 133.189 10.6998 0.0007 11.0725 0.0020 10.1614 0.0013 1.0115 0.0112 3.7524 0.0027 -0.1288 0.0215 4.5313 0.0072 Simbad 69.502718 99.790457 53.338112 0.0 0.0 0.0
63436396380626688 55.147251 20.965558 130.970 130.592 131.316 14.8415 0.0011 16.1484 0.0086 13.7068 0.0042 0.4852 0.0061 3.5433 0.0024 -1.4772 0.0178 4.7277 0.0132 Simbad 69.890252 100.361608 46.861942 0.0 0.0 0.0
64232271000313472 55.157650 21.406117 138.462 136.511 140.760 17.1850 0.0011 19.2012 0.0431 15.8576 0.0037 0.2205 0.0331 3.4766 0.0089 -2.1710 0.0829 4.8239 0.0289 Simbad 73.649171 105.800315 50.535334 0.0 0.0 0.0
68356367317952128 55.165672 24.735583 129.852 128.395 131.456 17.2434 0.0015 19.0925 0.0354 15.9194 0.0075 0.2091 0.0241 3.4735 0.0071 -2.2001 0.0631 4.8216 0.0299 Simbad 67.366764 96.804258 54.334132 0.0 0.0 0.0
68356367317952256 55.166905 24.735680 131.417 130.730 132.240 15.6038 0.0009 17.0662 0.0081 14.4195 0.0022 0.4111 0.0130 3.5196 0.0034 -1.6971 0.0352 4.7734 0.0167 Simbad 68.176520 97.972354 54.989180 0.0 0.0 0.0
70165476262750976 55.168079 25.846594 136.719 135.700 137.667 16.0190 0.0009 17.6244 0.0080 14.7924 0.0027 0.3710 0.0174 3.5100 0.0039 -1.8049 0.0440 4.7955 0.0186 Simbad 70.278158 100.996905 59.604438 0.0 0.0 0.0
70158977974956672 55.177478 25.705268 134.969 134.669 135.254 12.3133 0.0010 12.8952 0.0055 11.5864 0.0036 0.7707 0.0081 3.6760 0.0024 -0.6798 0.0147 4.6581 0.0030 Simbad 69.444911 99.834371 58.541712 0.0 0.0 0.0
64665203703566848 55.180065 22.831478 134.587 133.279 136.110 16.9000 0.0009 18.7340 0.0249 15.6203 0.0033 0.2550 0.0255 3.4851 0.0060 -2.0875 0.0604 4.8264 0.0251 Simbad 70.827961 101.832459 52.222718 0.0 0.0 0.0
68185221460637824 55.193033 24.156988 135.765 134.535 136.989 16.5843 0.0009 18.2952 0.0281 15.3247 0.0057 0.2999 0.0235 3.4949 0.0050 -1.9809 0.0551 4.8211 0.0218 Simbad 70.709929 101.711861 55.560222 0.0 0.0 0.0
64387439578878208 55.199233 21.722582 137.587 133.848 141.366 18.1698 0.0016 20.1077 0.1442 16.7830 0.0091 0.1644 0.0100 3.4534 0.0127 -2.3746 0.1153 4.8003 0.0323 Simbad 72.948020 104.955448 50.922729 0.0 0.0 0.0
64215125490886656 55.205863 21.215230 135.299 134.275 136.359 16.5620 0.0011 18.3473 0.0153 15.2825 0.0026 0.2973 0.0207 3.4944 0.0045 -1.9871 0.0479 4.8217 0.0217 Simbad 71.973198 103.578475 48.960970 0.0 0.0 0.0
65119164567417856 55.210277 23.418240 131.599 131.257 131.919 10.6584 0.0007 11.0223 0.0022 10.1291 0.0018 1.0157 0.0103 3.7535 0.0024 -0.1198 0.0193 4.5285 0.0066 Simbad 68.900981 99.173473 52.302711 0.0 0.0 0.0
63410622280810368 55.212854 20.687988 132.904 130.084 135.672 18.0770 0.0012 20.2411 0.0654 16.7227 0.0096 0.1656 0.0110 3.4521 0.0064 -2.3866 0.0607 4.7997 0.0288 Simbad 70.936255 102.112770 46.952158 0.0 0.0 0.0
65125864716379264 55.213733 23.598219 132.707 132.433 132.983 12.4521 0.0007 13.0671 0.0041 11.7040 0.0031 0.7474 0.0074 3.6666 0.0022 -0.7367 0.0132 4.6646 0.0022 Simbad 69.380198 99.876096 53.125339 0.0 0.0 0.0
65098514364769408 55.216028 23.230536 136.188 135.303 137.166 16.2324 0.0010 17.8975 0.0189 14.9889 0.0060 0.3439 0.0178 3.5041 0.0038 -1.8738 0.0427 4.8076 0.0193 Simbad 71.394110 102.784004 53.716867 0.0 0.0 0.0
64667535869958784 55.227061 22.906955 137.796 136.243 139.261 17.0434 0.0010 18.9099 0.0264 15.7553 0.0037 0.2430 0.0258 3.4823 0.0063 -2.1161 0.0619 4.8262 0.0262 Simbad 72.390958 104.261981 53.635134 0.0 0.0 0.0
64445988572906752 55.229434 22.349516 135.795 135.228 136.446 15.0900 0.0013 16.4420 0.0051 13.9455 0.0012 0.4692 0.0091 3.5373 0.0033 -1.5266 0.0272 4.7371 0.0142 Simbad 71.625366 103.168447 51.636808 0.0 0.0 0.0
68581694185489920 55.246985 25.198562 136.267 132.375 139.845 17.9394 0.0021 20.0514 0.0643 16.5730 0.0072 0.1650 0.0106 3.4556 0.0116 -2.3547 0.1001 4.8021 0.0330 Simbad 70.285660 101.304977 58.016571 0.0 0.0 0.0
68186114813689344 55.251692 24.226267 136.877 135.151 138.312 17.0182 0.0008 18.9005 0.0206 15.7198 0.0058 0.2429 0.0272 3.4823 0.0067 -2.1164 0.0651 4.8262 0.0262 Simbad 71.145408 102.562149 56.166265 0.0 0.0 0.0
68152820227358720 55.262561 23.722479 132.408 131.617 133.312 15.7849 0.0014 17.3193 0.0122 14.5807 0.0041 0.3915 0.0150 3.5147 0.0036 -1.7507 0.0393 4.7847 0.0176 Simbad 69.073266 99.615325 53.268666 0.0 0.0 0.0
68605058807852928 55.267347 25.506981 141.346 138.647 144.092 17.9363 0.0014 19.9229 0.0758 16.5703 0.0060 0.1687 0.0155 3.4587 0.0093 -2.3285 0.0784 4.8055 0.0332 Simbad 72.682406 104.839016 60.866562 0.0 0.0 0.0
68156290560900480 55.271874 23.837353 130.211 126.821 134.284 17.9839 0.0014 20.1361 0.0622 16.6414 0.0130 0.1647 0.0099 3.4529 0.0098 -2.3784 0.0897 4.8000 0.0307 Simbad 67.851261 97.886962 52.623695 0.0 0.0 0.0
70160287942261376 55.292875 25.765419 127.493 126.455 128.519 16.0408 0.0020 17.6952 0.0094 14.8026 0.0033 0.3499 0.0204 3.5054 0.0044 -1.8588 0.0499 4.8052 0.0196 Simbad 65.375165 94.388647 55.419628 0.0 0.0 0.0
70215705904150272 55.298107 26.271804 139.347 137.264 141.410 17.5299 0.0014 19.4393 0.0429 16.2240 0.0052 0.1956 0.0268 3.4695 0.0087 -2.2363 0.0753 4.8180 0.0317 Simbad 71.136614 102.727066 61.679158 0.0 0.0 0.0
65107860213588096 55.307636 23.384742 137.623 137.304 137.977 13.4928 0.0022 14.3243 0.0023 12.5977 0.0017 0.6312 0.0063 3.6134 0.0029 -1.0377 0.0154 4.6841 0.0057 Simbad 71.896806 103.861747 54.623048 0.0 0.0 0.0
68162028637205888 55.330715 23.861468 134.099 132.828 135.266 16.8822 0.0015 18.7177 0.0165 15.5949 0.0024 0.2557 0.0224 3.4852 0.0053 -2.0859 0.0529 4.8263 0.0250 Simbad 69.760701 100.862731 54.246619 0.0 0.0 0.0
64644484781444864 55.333396 22.631452 141.544 140.558 142.397 15.7097 0.0006 17.2178 0.0060 14.5180 0.0021 0.4147 0.0144 3.5205 0.0039 -1.6868 0.0395 4.7711 0.0170 Simbad 74.310902 107.452335 54.466424 0.0 0.0 0.0
68283421593270400 55.343599 24.397549 133.712 131.511 136.509 17.5957 0.0016 19.6603 0.0530 16.2455 0.0064 0.1776 0.0240 3.4630 0.0101 -2.2917 0.0850 4.8107 0.0337 Simbad 69.245935 100.166600 55.231813 0.0 0.0 0.0
68162921990400256 55.345410 23.929907 132.622 131.351 133.714 16.2279 0.0011 17.8898 0.0149 14.9815 0.0074 0.3379 0.0228 3.5029 0.0048 -1.8887 0.0551 4.8099 0.0202 Simbad 68.930261 99.716706 53.793967 0.0 0.0 0.0
65120470237460480 55.345802 23.486735 133.096 132.811 133.352 9.0695 0.0002 9.2899 0.0004 8.6920 0.0004 1.3573 0.0134 3.8343 0.0028 0.5085 0.0176 4.3535 0.0047 Simbad 69.411307 100.414071 53.043643 0.0 0.0 0.0
64401389632616960 55.347841 22.031510 136.068 134.968 137.465 16.8891 0.0013 18.8642 0.0295 15.5638 0.0033 0.2495 0.0225 3.4838 0.0054 -2.1007 0.0533 4.8263 0.0256 Simbad 71.717750 103.758587 51.041342 0.0 0.0 0.0
68591456647799552 55.352923 25.384830 139.455 137.316 141.638 17.0998 0.0013 18.9123 0.0311 15.8397 0.0031 0.2438 0.0360 3.4825 0.0087 -2.1141 0.0862 4.8262 0.0263 Simbad 71.628080 103.648510 59.783794 0.0 0.0 0.0
64642801154268672 55.355616 22.548726 136.070 135.459 136.772 15.3038 0.0011 16.6975 0.0074 14.1426 0.0036 0.4491 0.0100 3.5305 0.0033 -1.5874 0.0292 4.7496 0.0150 Simbad 71.439878 103.386564 52.178628 0.0 0.0 0.0
65101606741121792 55.358275 23.259806 135.256 134.120 136.720 16.8356 0.0014 18.6820 0.0197 15.5436 0.0027 0.2621 0.0240 3.4867 0.0055 -2.0707 0.0564 4.8261 0.0244 Simbad 70.636369 102.233884 53.412742 0.0 0.0 0.0
65047043476608128 55.359902 23.133939 138.108 136.965 139.630 16.7367 0.0012 18.5981 0.0251 15.4525 0.0033 0.2782 0.0251 3.4903 0.0056 -2.0325 0.0586 4.8248 0.0232 Simbad 72.190771 104.489954 54.260134 0.0 0.0 0.0
65150947325369600 55.366044 23.708137 133.528 133.235 133.872 10.9726 0.0006 11.3691 0.0023 10.4085 0.0016 0.9684 0.0096 3.7408 0.0023 -0.2232 0.0179 4.5597 0.0063 Simbad 69.483621 100.594644 53.688646 0.0 0.0 0.0
68168419548529920 55.380093 24.056737 126.266 125.033 127.707 17.1437 0.0011 19.0137 0.0257 15.8440 0.0042 0.2129 0.0223 3.4746 0.0064 -2.1903 0.0575 4.8224 0.0293 Simbad 65.504683 94.883896 51.471208 0.0 0.0 0.0
71151841271691904 55.389958 27.163795 129.695 127.981 132.331 17.3985 0.0012 19.4493 0.0574 16.0170 0.0056 0.1856 0.0265 3.4661 0.0096 -2.2655 0.0818 4.8143 0.0330 Simbad 65.540307 94.970468 59.210416 0.0 0.0 0.0
68395399980532864 55.390583 25.113310 136.103 135.206 137.153 15.9652 0.0009 17.5737 0.0115 14.7360 0.0027 0.3754 0.0172 3.5110 0.0039 -1.7934 0.0438 4.7933 0.0184 Simbad 69.996152 101.429528 57.763443 0.0 0.0 0.0
65147438335354624 55.395066 23.637540 134.817 133.178 137.107 17.2869 0.0012 19.1066 0.0370 16.0120 0.0046 0.2162 0.0308 3.4755 0.0085 -2.1820 0.0782 4.8231 0.0293 Simbad 70.140799 101.656146 54.054788 0.0 0.0 0.0
70108473456817280 55.400773 25.619133 137.108 136.664 137.418 9.9319 0.0003 10.2364 0.0007 9.4562 0.0006 1.1658 0.0136 3.7904 0.0029 0.1849 0.0226 4.4339 0.0070 Simbad 70.200392 101.764198 59.283701 0.0 0.0 0.0
68395606138958592 55.405308 25.142267 132.169 130.703 133.557 16.7538 0.0015 18.5700 0.0207 15.4878 0.0048 0.2685 0.0270 3.4881 0.0061 -2.0556 0.0634 4.8258 0.0240 Simbad 67.931526 98.491873 56.154295 0.0 0.0 0.0
68282837477714816 55.411787 24.385746 136.854 134.792 139.027 17.6336 0.0013 19.5697 0.0458 16.3249 0.0046 0.1838 0.0230 3.4655 0.0086 -2.2711 0.0731 4.8136 0.0327 Simbad 70.757642 102.614199 56.503988 0.0 0.0 0.0
64441143849872512 55.411995 22.277730 132.275 131.377 133.514 16.5564 0.0009 18.2881 0.0191 15.2943 0.0030 0.2956 0.0212 3.4940 0.0046 -1.9914 0.0494 4.8220 0.0219 Simbad 69.483894 100.767765 50.144989 0.0 0.0 0.0
65151531440914560 55.415032 23.762884 131.084 130.716 131.384 13.8675 0.0007 14.8024 0.0044 12.9163 0.0016 0.5825 0.0057 3.5887 0.0025 -1.1772 0.0147 4.6915 0.0087 Simbad 68.098766 98.770211 52.820626 0.0 0.0 0.0
68381793524163968 55.416072 24.874866 132.509 130.322 134.693 17.4623 0.0014 19.4217 0.0405 16.1459 0.0045 0.1900 0.0275 3.4676 0.0094 -2.2523 0.0812 4.8160 0.0325 Simbad 68.236121 98.973274 55.738306 0.0 0.0 0.0
68161921261591808 55.426785 23.915697 143.747 139.523 148.402 18.5983 0.0018 20.6128 0.1240 17.1730 0.0120 0.1695 0.0050 3.4507 0.0018 -2.3998 0.0277 4.7990 0.0255 Simbad 74.567103 108.199351 58.273888 0.0 0.0 0.0
65052639818118400 55.432259 23.133143 137.249 132.549 141.241 18.7767 0.0024 21.0028 0.1192 17.3618 0.0150 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 71.610988 103.931179 53.920892 0.0 0.0 0.0
64453685154291968 55.437849 22.467049 132.901 130.722 135.490 17.7331 0.0014 19.7368 0.0510 16.3902 0.0071 0.1716 0.0178 3.4603 0.0091 -2.3149 0.0762 4.8075 0.0333 Simbad 69.672220 101.138506 50.788389 0.0 0.0 0.0
65042439271761280 55.444500 23.021998 134.656 132.985 136.201 17.2908 0.0013 19.2348 0.0379 15.9887 0.0051 0.2089 0.0244 3.4734 0.0072 -2.2007 0.0640 4.8216 0.0299 Simbad 70.294361 102.066984 52.661879 0.0 0.0 0.0
68385057699293056 55.446266 25.005926 132.565 130.482 134.803 17.0512 0.0013 18.9107 0.0421 15.7702 0.0038 0.2341 0.0368 3.4801 0.0093 -2.1377 0.0896 4.8256 0.0274 Simbad 68.140246 98.945752 56.036817 0.0 0.0 0.0
65026839950559744 55.446291 22.856830 134.104 133.680 134.482 13.8835 0.0011 14.8216 0.0029 12.9253 0.0019 0.5849 0.0064 3.5899 0.0030 -1.1700 0.0171 4.6910 0.0086 Simbad 70.088481 101.774859 52.089987 0.0 0.0 0.0
71078483230315520 55.450261 26.788980 140.401 139.699 141.227 15.5814 0.0009 17.0245 0.0067 14.4046 0.0026 0.4279 0.0118 3.5241 0.0034 -1.6495 0.0333 4.7630 0.0160 Simbad 71.078532 103.227814 63.279553 0.0 0.0 0.0
64453887017111808 55.456752 22.493403 134.732 132.291 137.195 17.7597 0.0017 19.8193 0.0454 16.4396 0.0070 0.1710 0.0175 3.4600 0.0092 -2.3176 0.0770 4.8071 0.0333 Simbad 70.584836 102.535683 51.545370 0.0 0.0 0.0
68279225408437888 55.464644 24.324118 141.843 137.037 145.630 18.9601 0.0030 21.1889 0.1583 17.5668 0.0119 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 73.274627 106.474429 58.424844 0.0 0.0 0.0
68262973252098304 55.470657 24.123414 136.919 134.953 138.859 17.2258 0.0014 19.0436 0.0318 15.9524 0.0057 0.2257 0.0316 3.4780 0.0083 -2.1582 0.0780 4.8246 0.0282 Simbad 70.831700 102.947776 55.959271 0.0 0.0 0.0
71103428400426368 55.471078 27.078470 134.861 133.215 136.582 16.8932 0.0020 18.7451 0.0277 15.6062 0.0042 0.2550 0.0302 3.4851 0.0070 -2.0875 0.0714 4.8263 0.0251 Simbad 68.062906 98.925129 61.390121 0.0 0.0 0.0
70118197262752768 55.475969 25.729606 133.874 132.956 134.542 15.5579 0.0013 17.0110 0.0069 14.3791 0.0019 0.4199 0.0131 3.5219 0.0036 -1.6723 0.0362 4.7680 0.0166 Simbad 68.350705 99.361589 58.117998 0.0 0.0 0.0
71100404743364992 55.485424 27.049301 130.974 129.300 132.453 16.8443 0.0010 18.5969 0.0207 15.5832 0.0040 0.2596 0.0291 3.4862 0.0067 -2.0765 0.0686 4.8262 0.0247 Simbad 66.094314 96.115432 59.561344 0.0 0.0 0.0
65040686925109760 55.494489 22.950343 132.601 131.796 133.377 15.6158 0.0009 17.0994 0.0058 14.4246 0.0025 0.4109 0.0134 3.5195 0.0035 -1.6976 0.0364 4.7735 0.0168 Simbad 69.170554 100.623045 51.705531 0.0 0.0 0.0
65153833543386624 55.494591 23.707135 135.584 135.157 136.030 13.9355 0.0013 14.9108 0.0063 12.9614 0.0038 0.5806 0.0068 3.5877 0.0032 -1.1827 0.0184 4.6918 0.0089 Simbad 70.324693 102.302372 54.513147 0.0 0.0 0.0
70200935512668800 55.495318 26.205754 140.807 139.679 141.772 15.6683 0.0009 17.1723 0.0077 14.4803 0.0025 0.4179 0.0161 3.5214 0.0044 -1.6779 0.0448 4.7692 0.0176 Simbad 71.564885 104.109328 62.179805 0.0 0.0 0.0
70169251536714624 55.496218 25.920718 136.828 136.553 137.092 12.4495 0.0016 13.0633 0.0026 11.7010 0.0017 0.7555 0.0076 3.6699 0.0023 -0.7167 0.0135 4.6625 0.0025 Simbad 69.710388 101.414902 59.811220 0.0 0.0 0.0
68364643718417280 55.498669 24.704939 143.071 138.569 147.491 18.4682 0.0018 20.5255 0.1224 17.0947 0.0068 0.1690 0.0146 3.4508 0.0037 -2.3991 0.0380 4.7991 0.0261 Simbad 73.621716 107.114931 59.795864 0.0 0.0 0.0
68390830135333504 55.500159 25.029602 136.581 135.683 137.785 15.9818 0.0012 17.5795 0.0110 14.7572 0.0040 0.3750 0.0184 3.5109 0.0042 -1.7943 0.0469 4.7935 0.0187 Simbad 70.095083 101.989585 57.785568 0.0 0.0 0.0
68263145050803840 55.501625 24.170060 139.915 135.822 143.727 18.5875 0.0026 20.9592 0.0955 17.1725 0.0080 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 72.298338 105.201127 57.287683 0.0 0.0 0.0
64449321467581056 55.507072 22.390605 132.284 131.226 133.171 16.4146 0.0011 18.1232 0.0159 15.1529 0.0031 0.3131 0.0198 3.4977 0.0042 -1.9492 0.0462 4.8179 0.0208 Simbad 69.265219 100.808173 50.389457 0.0 0.0 0.0
68265588889169664 55.512031 24.209899 134.742 134.032 135.270 15.2684 0.0006 16.6498 0.0049 14.1123 0.0025 0.4509 0.0095 3.5311 0.0031 -1.5821 0.0278 4.7485 0.0149 Simbad 69.585158 101.292592 55.255084 0.0 0.0 0.0
68291977168100480 55.513838 24.536880 137.583 136.849 138.250 15.2524 0.0009 16.6056 0.0064 14.1021 0.0029 0.4573 0.0103 3.5332 0.0035 -1.5629 0.0305 4.7444 0.0149 Simbad 70.865609 103.163470 57.135311 0.0 0.0 0.0
70121805035254144 55.519735 25.885673 133.868 133.561 134.183 12.4061 0.0028 13.0229 0.0034 11.6573 0.0027 0.7549 0.0087 3.6696 0.0028 -0.7182 0.0169 4.6626 0.0027 Simbad 68.181858 99.278459 58.443666 0.0 0.0 0.0
65027595864800000 55.519783 22.858358 133.589 133.299 133.971 9.0571 0.0002 9.2930 0.0005 8.6620 0.0003 1.3609 0.0160 3.8351 0.0034 0.5139 0.0218 4.3524 0.0053 Simbad 69.688437 101.472345 51.893228 0.0 0.0 0.0
65134592089910656 55.536924 23.587896 136.706 136.116 137.135 14.8034 0.0011 16.0463 0.0046 13.6967 0.0021 0.4986 0.0074 3.5487 0.0030 -1.4354 0.0221 4.7205 0.0130 Simbad 70.894993 103.295400 54.703647 0.0 0.0 0.0
64430939007563520 55.544264 22.301387 130.809 127.823 133.467 17.5206 0.0015 19.5479 0.0404 16.1929 0.0057 0.1812 0.0304 3.4645 0.0118 -2.2796 0.1002 4.8124 0.0343 Simbad 68.471992 99.792439 49.639213 0.0 0.0 0.0
68284104491279872 55.556263 24.313672 137.802 135.599 140.213 17.8492 0.0017 19.9792 0.0492 16.5214 0.0082 0.1679 0.0126 3.4582 0.0081 -2.3328 0.0681 4.8049 0.0326 Simbad 71.027441 103.563284 56.737470 0.0 0.0 0.0
65053915424355584 55.564115 23.191816 137.453 135.428 139.170 17.1049 0.0013 19.0144 0.0226 15.8057 0.0035 0.2334 0.0309 3.4799 0.0078 -2.1394 0.0753 4.8255 0.0273 Simbad 71.446399 104.204770 54.130452 0.0 0.0 0.0
68261053403709312 55.574654 24.115879 135.263 134.111 136.423 17.0224 0.0012 18.8484 0.0300 15.7314 0.0037 0.2428 0.0204 3.4822 0.0051 -2.1165 0.0491 4.8262 0.0262 Simbad 69.794401 101.835484 55.266220 0.0 0.0 0.0
68363411064150272 55.589856 24.664471 134.864 134.542 135.209 13.8305 0.0022 14.7709 0.0066 12.8650 0.0039 0.5902 0.0060 3.5926 0.0028 -1.1545 0.0158 4.6900 0.0083 Simbad 69.260241 101.113623 56.279236 0.0 0.0 0.0
71207710206088192 55.598624 27.765523 135.972 134.761 137.042 15.9272 0.0007 17.5376 0.0089 14.6787 0.0028 0.3784 0.0198 3.5116 0.0045 -1.7855 0.0509 4.7918 0.0191 Simbad 67.977170 99.273038 63.343137 0.0 0.0 0.0
65156891560085504 55.609551 23.860608 136.907 135.143 139.073 17.6418 0.0015 19.6182 0.0704 16.3160 0.0042 0.1815 0.0230 3.4646 0.0089 -2.2788 0.0758 4.8126 0.0330 Simbad 70.719962 103.320843 55.380650 0.0 0.0 0.0
68265279651517056 55.609618 24.235350 131.483 130.430 132.363 16.2590 0.0012 17.9004 0.0215 15.0056 0.0074 0.3328 0.0193 3.5018 0.0041 -1.9014 0.0460 4.8118 0.0198 Simbad 67.720120 98.938364 53.971893 0.0 0.0 0.0
65027905102436608 55.609629 22.894458 134.526 134.271 134.751 13.7029 0.0009 14.6014 0.0037 12.7660 0.0029 0.6033 0.0046 3.5993 0.0020 -1.1163 0.0108 4.6879 0.0074 Simbad 69.998300 102.266803 52.335302 0.0 0.0 0.0
68390417818463872 55.615081 25.046828 140.002 139.587 140.427 12.3766 0.0012 12.9617 0.0068 11.6530 0.0047 0.7728 0.0099 3.6768 0.0033 -0.6749 0.0202 4.6575 0.0036 Simbad 71.630889 104.673367 59.271085 0.0 0.0 0.0
68378563708730624 55.619469 25.016596 133.292 132.443 134.095 15.2655 0.0008 16.6429 0.0035 14.1130 0.0014 0.4492 0.0125 3.5305 0.0040 -1.5870 0.0367 4.7495 0.0158 Simbad 68.206948 99.686383 56.366625 0.0 0.0 0.0
