designation,parallax,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 65787289680918528,7.284318379289529,0.1352,0.1294,0.1449,Gaia DR3 65787289680918528,59.38888478791151,24.052986460733216,7.2843,18.7608,-45.3127,6.9514,2016.0,3.552713678800501E-15
Gaia DR3 65801205374896128,7.754253502491794,0.5976,0.5799,0.6157,Gaia DR3 65801205374896128,58.600048205654964,23.866179856011417,7.7543,18.9826,-47.2491,0.0,2016.0,0.0
Gaia DR3 65807218329068544,7.097516531348718,0.6858,0.6649,0.7042,Gaia DR3 65807218329068544,58.89344311764004,23.974417285254003,7.0975,18.5066,-43.2867,0.0,2016.0,0.0
Gaia DR3 65814979333012352,7.347398824127069,,,,Gaia DR3 65814979333012352,58.61721631631697,23.943195602541135,7.3474,19.1612,-45.2812,0.0,2016.0,1.4804555906832786E-14
Gaia DR3 65819965792011904,7.38953573788731,0.0598,0.0514,0.0671,Gaia DR3 65819965792011904,58.59003991693849,24.075488278861247,7.3895,19.3283,-45.6525,5.1789,2016.0,7.396422364919481E-15
Gaia DR3 65823676643738368,7.323080413458586,0.6291,0.6229,0.6349,Gaia DR3 65823676643738368,58.7874571658436,24.083901130667407,7.3231,18.338,-45.3166,-37.9399,2016.0,0.0
Gaia DR3 65830548591559936,7.345629821126317,0.6585,0.6489,0.6685,Gaia DR3 65830548591559936,59.12049699590219,24.03155863771737,7.3456,20.1396,-46.4275,0.0,2016.0,6.4895380636558075E-15
Gaia DR3 65844361206181376,7.185120293680008,0.4916,0.4864,0.4975,Gaia DR3 65844361206181376,59.10811041445935,24.280794607195674,7.1851,18.2714,-45.3399,16.3938,2016.0,0.0
Gaia DR3 65864427293364864,7.504791433754841,0.2072,0.1498,0.2352,Gaia DR3 65864427293364864,58.99343210356197,24.54973327420377,7.5048,18.6089,-46.9263,6.1184,2016.0,6.463103620258979E-15
Gaia DR3 65963348980559616,7.771396574481468,0.828,0.8126,0.8423,Gaia DR3 65963348980559616,60.03762711608223,24.056931001364156,7.7714,19.0428,-48.4573,0.0,2016.0,0.0
Gaia DR3 66223585341377152,7.010236347705897,0.071,0.0331,0.1132,Gaia DR3 66223585341377152,59.41233223813142,24.461969583256792,7.0102,18.6536,-44.7433,0.0,2016.0,6.467618089286249E-15
Gaia DR3 66289044940711168,7.2050917204075295,0.8405,0.8286,0.8569,Gaia DR3 66289044940711168,60.48279665891389,24.733872010726543,7.2051,18.8169,-42.2362,0.0,2016.0,1.3387183432017407E-14
Gaia DR3 66429232674604544,7.228956227453397,0.6084,0.5982,0.6657,Gaia DR3 66429232674604544,57.61403231496382,23.379012559358603,7.229,19.8378,-44.8542,0.0,2016.0,7.105427357601002E-15
Gaia DR3 66431775295228288,7.616449684837002,0.7671,0.7419,0.7897,Gaia DR3 66431775295228288,57.67568656986667,23.49238902121514,7.6164,21.0659,-45.9522,0.0,2016.0,6.5164800473390125E-15
Gaia DR3 66441323003146112,7.255212370705698,0.6776,0.6652,0.6899,Gaia DR3 66441323003146112,57.76373831664204,23.583228242863537,7.2552,17.9786,-44.8252,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66445038154189952,7.360262849437637,0.613,0.5955,0.6289,Gaia DR3 66445038154189952,57.79958344537178,23.74521180500478,7.3603,18.6594,-45.6242,0.0,2016.0,0.0
Gaia DR3 66451429065390080,7.4006288091952,0.9123,0.9023,0.9246,Gaia DR3 66451429065390080,57.37428421162854,23.648515417234574,7.4006,19.2306,-46.2652,0.0,2016.0,7.415216898394676E-15
Gaia DR3 66451497784867712,7.376227208651057,0.5628,0.5556,0.5694,Gaia DR3 66451497784867712,57.33962532353392,23.6515782545828,7.3762,18.2045,-45.5552,0.0,2016.0,7.105427357601002E-15
Gaia DR3 66452047540860160,7.362058685060756,0.5914,0.577,0.607,Gaia DR3 66452047540860160,57.38016945576194,23.688630836824323,7.3621,19.9578,-44.5237,0.0,2016.0,6.506740629252476E-15
Gaia DR3 66452734735432192,7.272111078001381,0.4777,0.465,0.4895,Gaia DR3 66452734735432192,57.493149308189984,23.70921379286682,7.2721,17.4035,-44.8748,24.2781,2016.0,6.50571467891889E-15
Gaia DR3 66452769091505024,7.208992297855638,0.0155,0.0095,0.0255,Gaia DR3 66452769091505024,57.459924115814104,23.705388529695107,7.209,19.5867,-44.0236,5.5657,2016.0,0.0
Gaia DR3 66453181412027392,7.226296204120492,0.9023,0.8862,0.919,Gaia DR3 66453181412027392,57.49021652557216,23.724321434845983,7.2263,19.0954,-45.2523,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66453490649681280,7.46248486399861,0.0071,0.0063,0.0081,Gaia DR3 66453490649681280,57.431468357888065,23.711649593760512,7.4625,17.8685,-45.5724,0.0,2016.0,0.0
Gaia DR3 66460225158376192,7.440036984242798,0.662,0.6422,0.6799,Gaia DR3 66460225158376192,57.552561036719965,23.8134127071611,7.44,19.4886,-46.4378,0.0,2016.0,0.0
Gaia DR3 66462939577861248,7.251408520456074,0.0865,0.0742,0.0945,Gaia DR3 66462939577861248,57.667058127725106,23.932844783221913,7.2514,18.7064,-44.3581,4.6223,2016.0,0.0
Gaia DR3 66468918172339328,7.242062708797047,0.7105,0.6926,0.7239,Gaia DR3 66468918172339328,57.89280600086858,23.797032725739253,7.2421,19.1082,-45.4162,0.0,2016.0,0.0
Gaia DR3 66469742806047744,7.570281067984224,0.9065,0.883,0.9345,Gaia DR3 66469742806047744,57.91338206199028,23.854915222382793,7.5703,18.863,-46.4289,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66470567439742208,7.524097803760037,0.6908,0.6703,0.7105,Gaia DR3 66470567439742208,58.078043915408045,23.87669033680424,7.5241,18.4794,-45.7736,0.0,2016.0,6.4973356719517736E-15
Gaia DR3 66471220274934272,7.5653725973483175,0.1195,0.1041,0.1257,Gaia DR3 66471220274934272,57.9870267667612,23.90175276491097,7.5654,20.569,-45.9344,5.7702,2016.0,6.496076998346009E-15
Gaia DR3 66473178779856768,7.437968020642974,0.6496,0.5961,0.7546,Gaia DR3 66473178779856768,58.138996019792735,23.851738078375988,7.438,19.5522,-44.8338,0.0,2016.0,6.498587577666151E-15
Gaia DR3 66473728535654784,7.465864814559664,0.8515,0.836,0.8687,Gaia DR3 66473728535654784,58.18460820130285,23.904011569483767,7.4659,17.7158,-44.7873,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66480944080770176,7.332011141563543,0.1238,0.1167,0.1407,Gaia DR3 66480944080770176,57.82037107284832,23.826399611095386,7.332,19.8401,-46.7612,5.8242,2016.0,7.407423525802157E-15
Gaia DR3 66481734354737792,7.370803781679368,0.3315,0.3199,0.3377,Gaia DR3 66481734354737792,57.85568054293428,23.889171778893992,7.3708,19.1135,-46.8622,6.7227,2016.0,1.3470363220586696E-14
Gaia DR3 66481837433947392,7.49850135876853,0.6247,0.5876,0.6641,Gaia DR3 66481837433947392,57.87484201908012,23.899035571281136,7.4985,18.7632,-45.8903,-6.9253,2016.0,0.0
Gaia DR3 66482868226100096,7.523942582220989,0.4991,0.4716,0.5143,Gaia DR3 66482868226100096,57.800396950236845,23.93243025022529,7.5239,19.6268,-46.6327,-1.3615,2016.0,0.0
Gaia DR3 66483761579269888,7.5226590840494225,0.6279,0.6172,0.6384,Gaia DR3 66483761579269888,57.9794373962889,23.96153929783951,7.5227,18.9405,-46.2527,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66483795939004416,7.323122391078233,0.7111,0.6999,0.7207,Gaia DR3 66483795939004416,57.9931707213807,23.97188582540666,7.3231,17.5429,-45.7919,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66485582645439104,7.21238536877687,,,,Gaia DR3 66485582645439104,57.7424400126132,23.92835794530036,7.2124,18.4313,-43.3139,0.0,2016.0,0.0
Gaia DR3 66489259137570816,7.47403630098569,0.1257,0.1203,0.131,Gaia DR3 66489259137570816,57.85177827355964,24.087172363395553,7.474,19.1404,-45.0784,7.1906,2016.0,6.4867263433627415E-15
Gaia DR3 66497952151148544,7.514225040745198,,,,Gaia DR3 66497952151148544,58.018711167354724,24.24417935611303,7.5142,19.0289,-44.5829,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66501181966524800,7.263685576556919,0.1678,0.1655,0.1703,Gaia DR3 66501181966524800,57.38809269499062,23.795195713242105,7.2637,19.9237,-43.7521,7.1496,2016.0,0.0
Gaia DR3 66506331628024832,7.417763214315631,0.0314,0.0231,0.0498,Gaia DR3 66506331628024832,57.3008750959372,23.886587601561303,7.4178,19.6207,-45.1732,3.5749,2016.0,6.496838764644591E-15
Gaia DR3 66507469798631808,7.389021187429237,0.2846,0.2822,0.2874,Gaia DR3 66507469798631808,57.491988012399965,23.84848726390722,7.389,18.3778,-45.8703,0.0,2016.0,1.2997501173837209E-14
Gaia DR3 66507882115488128,7.5888018064744225,0.5676,0.5606,0.5767,Gaia DR3 66507882115488128,57.5091413924293,23.862222908526427,7.5888,19.7843,-45.2905,0.0,2016.0,7.405847697107201E-15
Gaia DR3 66511970924353792,7.528337727096914,,,,Gaia DR3 66511970924353792,57.385640805744764,23.928295867174427,7.5283,18.3784,-45.3523,0.0,2016.0,7.402935635577132E-15
Gaia DR3 66512074003566976,7.28785562194042,,,,Gaia DR3 66512074003566976,57.40055541252771,23.939616754347057,7.2879,19.4115,-44.573,0.0,2016.0,0.0
Gaia DR3 66515196441155712,7.266968856626455,1.133,1.118,1.1478,Gaia DR3 66515196441155712,57.46854339143763,24.06178832599802,7.267,19.9467,-44.7441,0.0,2016.0,9.621921729770373E-15
Gaia DR3 66515922294233728,7.305320987164373,0.6014,0.5914,0.6113,Gaia DR3 66515922294233728,57.48126199309243,24.10123486773792,7.3053,18.9598,-43.541,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66517468482370176,7.295109846533388,,,,Gaia DR3 66517468482370176,57.07512164513408,23.891273678457935,7.2951,19.1044,-45.3486,8.4768,2016.0,3.552713678800501E-15
Gaia DR3 66517468482370304,7.288929036654956,0.0087,0.002,0.0187,Gaia DR3 66517468482370304,57.07140351416555,23.890150538515897,7.2889,17.886,-45.4954,5.7444,2016.0,6.496659834491814E-15
Gaia DR3 66521179334108928,7.245161749059522,0.6377,0.6112,0.6682,Gaia DR3 66521179334108928,57.124052826324814,23.96812762181643,7.2452,19.513,-44.302,0.0,2016.0,0.0
Gaia DR3 66521381194879232,7.547372277549449,0.6118,0.5561,0.6287,Gaia DR3 66521381194879232,57.055515054741626,23.97951838435878,7.5474,19.6569,-45.8382,0.0,2016.0,6.492163578860487E-15
Gaia DR3 66522107047046656,7.268901985724207,0.6655,0.6496,0.693,Gaia DR3 66522107047046656,57.038448290869866,23.97778621777134,7.2689,18.5019,-46.7846,0.0,2016.0,0.0
Gaia DR3 66522137109124096,7.155010040680028,0.5596,0.5481,0.5711,Gaia DR3 66522137109124096,57.04245461771875,23.9887810553353,7.155,20.4041,-46.0348,0.0,2016.0,1.2983393307646214E-14
Gaia DR3 66522381924952704,7.189384900282409,0.5686,0.5562,0.579,Gaia DR3 66522381924952704,57.02772402473882,24.001720385327307,7.1894,19.0804,-44.482,0.0,2016.0,6.491044106826227E-15
Gaia DR3 66523103479455232,7.065936301955448,0.5469,0.5338,0.5631,Gaia DR3 66523103479455232,57.1408153492653,24.032849766880865,7.0659,19.2992,-44.182,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66523103479455744,7.1438013870737755,0.7095,0.6916,0.7265,Gaia DR3 66523103479455744,57.132713905116596,24.0328031975566,7.1438,18.5383,-44.3835,0.0,2016.0,9.62290945659709E-15
Gaia DR3 66523893753437824,7.419126279193348,0.0018,4.0E-4,0.0047,Gaia DR3 66523893753437824,57.1091158768964,24.048182417276898,7.4191,19.6734,-46.2582,4.8346,2016.0,1.3454909654616678E-14
Gaia DR3 66529975427235712,7.241378315608465,,,,Gaia DR3 66529975427235712,57.296830774548276,24.136498420483132,7.2414,19.4961,-47.6499,0.0,2016.0,7.105427357601002E-15
Gaia DR3 66531178017967872,7.266633947167958,0.6017,0.5894,0.6128,Gaia DR3 66531178017967872,57.19179572682798,24.169978738090546,7.2666,19.0457,-45.2469,0.0,2016.0,0.0
Gaia DR3 66532174450470656,7.3912177169253,0.6685,0.6532,0.6838,Gaia DR3 66532174450470656,57.38806152316218,24.217798918238252,7.3912,20.9815,-47.477,0.0,2016.0,6.48009809143469E-15
Gaia DR3 66532621126978304,7.2574319959588145,0.6069,0.5967,0.6159,Gaia DR3 66532621126978304,57.256307043180996,24.193801656627617,7.2574,17.891,-46.6039,0.0,2016.0,0.0
Gaia DR3 66533170882790784,7.18561969642408,0.6381,0.6149,0.6557,Gaia DR3 66533170882790784,57.2976457525844,24.240006059135766,7.1856,19.3553,-45.8042,0.0,2016.0,0.0
Gaia DR3 66536331978799616,7.2832093920825285,0.5067,0.5009,0.512,Gaia DR3 66536331978799616,57.73930403705871,24.10836898081129,7.2832,19.002,-44.0966,1.3897,2016.0,6.485653075487222E-15
Gaia DR3 66537981246228096,7.156892922325294,0.0826,0.0785,0.0881,Gaia DR3 66537981246228096,57.72961087519808,24.19724656530266,7.1569,18.8567,-43.3861,5.4909,2016.0,7.39100747972969E-15
Gaia DR3 66539252556578816,7.422949703786111,,,,Gaia DR3 66539252556578816,57.52114270787197,24.12375084194353,7.4229,18.3262,-46.979,5.8471,2016.0,3.552713678800501E-15
Gaia DR3 66541142342159232,7.334389583114657,0.6473,0.6295,0.6693,Gaia DR3 66541142342159232,57.6768887678008,24.21524450768627,7.3344,19.7611,-44.7895,0.0,2016.0,0.0
Gaia DR3 66542551091588352,7.705673625166558,0.5163,0.509,0.5226,Gaia DR3 66542551091588352,57.82952312547876,24.170125158790004,7.7057,20.7148,-48.2246,-21.6578,2016.0,0.0
Gaia DR3 66546742979468416,7.336717461362355,0.6537,0.6419,0.664,Gaia DR3 66546742979468416,57.92638266259304,24.361311807427377,7.3367,19.7947,-44.4882,0.0,2016.0,0.0
Gaia DR3 66551686483467904,7.205215857775971,0.6016,0.5561,0.6479,Gaia DR3 66551686483467904,57.49815604974855,24.19589894135323,7.2052,19.9289,-43.6182,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66553443128503552,7.416513000247243,0.5254,0.5168,0.5331,Gaia DR3 66553443128503552,57.56367778980366,24.22654240156528,7.4165,19.3025,-44.2812,0.0,2016.0,0.0
Gaia DR3 66553885506789504,7.846879238903435,,,,Gaia DR3 66553885506789504,57.57983415846098,24.27596355160887,7.8469,19.2826,-47.2434,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66555985749157760,7.454869915597753,0.0789,0.0629,0.1374,Gaia DR3 66555985749157760,57.35836849831732,24.24749646235856,7.4549,21.2485,-46.0748,2.9258,2016.0,6.478586478355927E-15
Gaia DR3 66556535504957568,7.176475690564863,0.6181,0.6104,0.626,Gaia DR3 66556535504957568,57.40227687241278,24.30373739744004,7.1765,18.7101,-45.7571,0.0,2016.0,7.386251515258684E-15
Gaia DR3 66556535504958848,7.462035109288245,0.2251,0.221,0.2285,Gaia DR3 66556535504958848,57.40235505704586,24.295859565672455,7.462,18.1826,-45.9435,6.6352,2016.0,0.0
Gaia DR3 66558249192653952,7.315576014582632,0.1935,0.1803,0.1992,Gaia DR3 66558249192653952,57.48590927641627,24.348794070150266,7.3156,19.5054,-44.5996,0.5819,2016.0,0.0
Gaia DR3 66560349435890176,7.624237364113361,0.5834,0.5726,0.5948,Gaia DR3 66560349435890176,57.6379095792957,24.339206308563956,7.6242,19.4094,-46.9116,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66560727393001216,7.474582166375677,,,,Gaia DR3 66560727393001216,57.72778472773581,24.365326702461758,7.4746,19.1687,-47.1002,0.0,2016.0,0.0
Gaia DR3 66565365957676416,7.247913855179051,0.1087,0.0962,0.1272,Gaia DR3 66565365957676416,57.58720760547455,24.466545088074653,7.2479,20.3459,-45.4828,5.4017,2016.0,0.0
Gaia DR3 66565778274538624,7.400733451814482,0.6299,0.6169,0.6429,Gaia DR3 66565778274538624,57.54494597991424,24.47802874104996,7.4007,18.4869,-45.2898,0.0,2016.0,6.466793157651245E-15
Gaia DR3 66566946505629440,7.217253321624427,0.2139,0.2089,0.2196,Gaia DR3 66566946505629440,57.644175638875446,24.507572021342792,7.2173,19.8436,-45.0407,7.545,2016.0,3.552713678800501E-15
Gaia DR3 66567427541958784,6.968903348659405,0.663,0.6529,0.6747,Gaia DR3 66567427541958784,57.729165547344984,24.550845313923535,6.9689,17.4902,-42.3713,0.0,2016.0,6.4630463208298626E-15
Gaia DR3 66570554277316992,7.264549191017467,0.218,0.1933,0.2294,Gaia DR3 66570554277316992,58.348871614505505,24.064836614014734,7.2645,19.4329,-45.3003,5.6737,2016.0,6.487856329309203E-15
Gaia DR3 66581549393480704,7.419621943102175,0.4118,0.4042,0.4165,Gaia DR3 66581549393480704,58.61864199674141,24.320930193016103,7.4196,18.8223,-46.7566,7.1176,2016.0,7.105427357601002E-15
Gaia DR3 66581961710329984,7.343930547078326,0.0262,0.0087,0.0454,Gaia DR3 66581961710329984,58.60525412078834,24.35988384412902,7.3439,18.2099,-45.5406,8.7639,2016.0,0.0
Gaia DR3 66593437863017984,7.340703499896584,0.779,0.7654,0.7938,Gaia DR3 66593437863017984,58.18540466189003,24.349683324365028,7.3407,18.2859,-44.6008,0.0,2016.0,0.0
Gaia DR3 66623605713181184,7.660626561278848,,,,Gaia DR3 66623605713181184,58.50166129570049,24.580373961038816,7.6606,18.5118,-45.629,0.0,2016.0,0.0
Gaia DR3 66624357329718400,7.510723470118595,0.5841,0.5323,0.6177,Gaia DR3 66624357329718400,58.66312909035236,24.59833239982543,7.5107,19.7107,-45.1394,0.0,2016.0,0.0
Gaia DR3 66640712564777856,7.348432689535009,0.8342,0.822,0.8448,Gaia DR3 66640712564777856,57.972539587398884,24.386761624747308,7.3484,20.0766,-46.2653,5.496,2016.0,1.9414423894911915E-14
Gaia DR3 66648001127514368,7.329962061772594,0.6159,0.6036,0.6331,Gaia DR3 66648001127514368,58.18023060080065,24.466110780522413,7.33,18.0864,-44.6909,0.0,2016.0,0.0
Gaia DR3 66652467893487488,7.180182816201832,0.415,0.3989,0.4471,Gaia DR3 66652467893487488,58.08614920432304,24.565304174952797,7.1802,18.501,-44.6158,-14.7712,2016.0,0.0
Gaia DR3 66655560269868544,7.35145204021169,0.0243,0.0192,0.0296,Gaia DR3 66655560269868544,58.22291567603581,24.71553110367964,7.3515,18.176,-45.0408,6.2499,2016.0,6.454533784847415E-15
Gaia DR3 66657415696297344,7.251437641917489,0.0316,0.024,0.0646,Gaia DR3 66657415696297344,57.86348961016656,24.518448754707425,7.2514,19.7466,-45.4513,5.6289,2016.0,0.0
Gaia DR3 66658240329321088,7.468706765589364,0.5949,0.5836,0.6062,Gaia DR3 66658240329321088,57.76509213509881,24.542956563812567,7.4687,19.2474,-46.1675,0.0,2016.0,1.2926905494559985E-14
Gaia DR3 66658996243552000,7.479410227862506,0.2181,0.2065,0.2299,Gaia DR3 66658996243552000,57.913750384057074,24.548696125636305,7.4794,21.2311,-46.0593,5.4884,2016.0,6.463157058620669E-15
Gaia DR3 66659271121456768,7.421206266094838,0.6297,0.614,0.6517,Gaia DR3 66659271121456768,57.891738387194295,24.568991301553485,7.4212,20.3426,-46.7185,0.0,2016.0,1.2924221958024507E-14
Gaia DR3 66659408560406528,7.351766950892662,0.5453,0.5373,0.5537,Gaia DR3 66659408560406528,57.91303365598468,24.591264585269954,7.3518,19.7557,-44.2656,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66665902550940672,7.266969975379016,0.4931,0.4839,0.5036,Gaia DR3 66665902550940672,57.995147229750785,24.66772413079618,7.267,18.0052,-44.8871,0.4634,2016.0,6.457010402442333E-15
Gaia DR3 66665902550940800,7.254904557109769,0.5605,0.5546,0.5661,Gaia DR3 66665902550940800,57.99722936044795,24.666178384513103,7.2549,17.5775,-44.625,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66694455493470464,7.295031761348758,0.0027,7.0E-4,0.0064,Gaia DR3 66694455493470464,58.24652162702127,24.9013424551909,7.295,20.669,-45.2484,6.9834,2016.0,3.552713678800501E-15
Gaia DR3 66695688147432832,7.418578701587108,,,,Gaia DR3 66695688147432832,58.233085510389145,24.961471693181505,7.4186,19.2209,-46.5589,0.0,2016.0,0.0
Gaia DR3 66702048996405632,7.458047576791752,0.7683,0.7594,0.7778,Gaia DR3 66702048996405632,58.35214695354688,25.03513354258102,7.458,19.22,-46.0746,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66710845088732160,7.555830848391911,0.4329,0.4067,0.4423,Gaia DR3 66710845088732160,56.94337881610533,24.050481718343995,7.5558,20.1727,-46.5139,26.5016,2016.0,7.105427357601002E-15
Gaia DR3 66710948167949696,7.493789781759396,0.4945,0.4729,0.5294,Gaia DR3 66710948167949696,56.893874791894575,24.039553949276844,7.4938,19.013,-44.9709,0.0,2016.0,1.2978268425443317E-14
Gaia DR3 66711532283494656,7.361301794834977,0.61,0.5953,0.6215,Gaia DR3 66711532283494656,56.94067213271087,24.093478715572004,7.3613,20.1635,-43.6756,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66712253837994880,7.217691953294109,0.5983,0.5825,0.6133,Gaia DR3 66712253837994880,57.026765715524206,24.114207274352665,7.2177,20.1122,-46.8538,0.0,2016.0,7.394703093588738E-15
Gaia DR3 66715105696289024,7.199902345703015,0.1086,0.104,0.1127,Gaia DR3 66715105696289024,56.837760020213594,24.116067483641807,7.1999,20.3442,-45.0764,0.0,2016.0,0.0
Gaia DR3 66715273197982848,7.269312246192696,0.0763,0.0718,0.0808,Gaia DR3 66715273197982848,56.83070036887997,24.138920132623063,7.2693,19.0171,-43.9276,4.7307,2016.0,3.552713678800501E-15
Gaia DR3 66717987616472704,7.4346115300961575,0.6852,0.665,0.7038,Gaia DR3 66717987616472704,56.98605009588485,24.258670981441913,7.4346,20.5099,-44.7169,0.0,2016.0,1.4776532998778257E-14
Gaia DR3 66719194505127168,7.210367345445619,0.7153,0.7001,0.7322,Gaia DR3 66719194505127168,57.147957099171315,24.200692552456047,7.2104,20.716,-45.7154,0.0,2016.0,0.0
Gaia DR3 66719228864863360,7.3876554613403265,0.5282,0.5134,0.5459,Gaia DR3 66719228864863360,57.16636349176904,24.211712564846707,7.3877,18.4651,-46.533,0.0,2016.0,0.0
Gaia DR3 66720534534913792,7.341192082208167,0.4875,0.4799,0.4981,Gaia DR3 66720534534913792,57.1294732995043,24.281273105178414,7.3412,20.5598,-46.529,8.486,2016.0,0.0
Gaia DR3 66722660540945408,7.320987918447825,0.3279,0.3065,0.3467,Gaia DR3 66722660540945408,57.23194867596918,24.361013705805277,7.321,19.272,-44.9127,0.0,2016.0,7.383685779928108E-15
Gaia DR3 66727234683931520,7.276889102352219,0.1127,0.1071,0.1171,Gaia DR3 66727234683931520,56.76502117317897,24.159487376870935,7.2769,19.3333,-44.7248,27.3519,2016.0,7.392689341539873E-15
Gaia DR3 66728089380491648,7.219228074892927,0.6627,0.6422,0.6857,Gaia DR3 66728089380491648,56.796014445411146,24.230810652961136,7.2192,19.5126,-45.7944,0.0,2016.0,6.479436004855355E-15
Gaia DR3 66728089380492160,7.1911527684325165,0.6856,0.6639,0.7066,Gaia DR3 66728089380492160,56.799503754015504,24.23144167346539,7.1912,19.074,-43.2992,0.0,2016.0,0.0
Gaia DR3 66728501697350016,7.379354659402112,1.3504,1.3301,1.3728,Gaia DR3 66728501697350016,56.757758532077304,24.224328016207984,7.3794,18.8269,-43.7968,0.0,2016.0,1.3437679835669858E-14
Gaia DR3 66729021390315904,7.833640432074027,0.6223,0.6031,0.6431,Gaia DR3 66729021390315904,56.789309152832566,24.259489450443994,7.8336,18.7084,-44.9824,0.0,2016.0,7.388229934317621E-15
Gaia DR3 66729261908482048,7.357064223916837,0.004,0.001,0.0109,Gaia DR3 66729261908482048,56.791988143840086,24.276453622807093,7.3571,19.9595,-44.498,0.0,2016.0,0.0
Gaia DR3 66729635568719872,7.500762900049822,,,,Gaia DR3 66729635568719872,56.843316117444246,24.238406871747408,7.5008,20.2148,-44.3193,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66729674225341696,7.5495680701742245,0.585,0.5691,0.6009,Gaia DR3 66729674225341696,56.85469975761968,24.25462065234576,7.5496,21.0872,-46.0276,0.0,2016.0,0.0
Gaia DR3 66729880383767168,7.230057778664303,0.3526,0.35,0.3551,Gaia DR3 66729880383767168,56.87281395748792,24.288130246334337,7.2301,18.551,-46.9218,0.0,2016.0,0.0
Gaia DR3 66730601936067072,7.487082766346878,1.1101,1.0894,1.1313,Gaia DR3 66730601936067072,56.84287803292823,24.283136549118414,7.4871,20.7177,-47.4966,0.0,2016.0,0.0
Gaia DR3 66733763034205696,7.383106353077731,0.5925,0.5738,0.6034,Gaia DR3 66733763034205696,56.78401518543688,24.306630324930296,7.3831,21.055,-47.4608,12.1475,2016.0,6.475571365739008E-15
Gaia DR3 66734725106867968,6.954858021476296,0.8651,0.8484,0.8888,Gaia DR3 66734725106867968,56.81444649566893,24.39176364290305,6.9549,20.3055,-45.2152,0.0,2016.0,6.471218482307518E-15
Gaia DR3 66735446661374976,7.034787986819494,0.8462,0.8214,0.8699,Gaia DR3 66735446661374976,56.782901747246996,24.39366460107138,7.0348,19.4986,-44.4501,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66737095928811648,7.396118503759566,0.002,5.0E-4,0.0051,Gaia DR3 66737095928811648,56.918616532110974,24.364356080566463,7.3961,19.3166,-45.4554,5.5421,2016.0,0.0
Gaia DR3 66737405166459264,7.390213974601189,0.4491,0.3624,0.4564,Gaia DR3 66737405166459264,56.87755475112934,24.370334652904095,7.3902,19.619,-46.5913,2.8778,2016.0,0.0
Gaia DR3 66737576965143296,7.342869628062257,,,,Gaia DR3 66737576965143296,56.90697333793039,24.40625196187756,7.3429,20.0676,-47.7691,0.0,2016.0,6.470476268821227E-15
Gaia DR3 66738023641737088,7.336132894725513,0.604,0.5944,0.6133,Gaia DR3 66738023641737088,56.957489521440976,24.428489800524442,7.3361,20.4137,-45.8946,0.0,2016.0,0.0
Gaia DR3 66739982146803456,7.443940703770764,0.385,0.3647,0.399,Gaia DR3 66739982146803456,57.07214182983378,24.504220723934463,7.4439,19.9481,-46.2197,2.127,2016.0,0.0
Gaia DR3 66740497542906368,7.580216981202935,0.6964,0.6774,0.7143,Gaia DR3 66740497542906368,56.883975666463144,24.40493750874421,7.5802,19.4549,-46.5801,0.0,2016.0,0.0
Gaia DR3 66741116018188416,7.179641625812423,0.8095,0.7951,0.8214,Gaia DR3 66741116018188416,56.91405558689937,24.45873245787969,7.1796,19.0916,-45.3983,0.0,2016.0,0.0
Gaia DR3 66742765285619584,7.355850981343791,0.5813,0.5734,0.5879,Gaia DR3 66742765285619584,56.96235820156938,24.505016189025188,7.3559,18.64,-45.035,0.0,2016.0,6.465405714128074E-15
Gaia DR3 66745170467302656,7.333918726452952,0.653,0.6459,0.6597,Gaia DR3 66745170467302656,57.296064164609405,24.347399016105328,7.3339,20.4123,-45.0232,0.0,2016.0,7.38429614972405E-15
Gaia DR3 66745617143891968,7.189385624305486,0.0624,0.0584,0.0661,Gaia DR3 66745617143891968,57.340716620829006,24.380752387790455,7.1894,18.5668,-45.3476,9.6124,2016.0,0.0
Gaia DR3 66745754582838272,7.403613021258438,0.6618,0.6519,0.6722,Gaia DR3 66745754582838272,57.365008899753555,24.403636922425783,7.4036,19.2334,-44.3596,0.0,2016.0,1.9411830791173408E-14
