rank,name,status,pollution_score,source_score,source_count,contaminated_pixels,coverage_fraction,weighted_coverage_fraction,residual_sigma,aperture_radius_pixels,center_radius_pixels,rejected_large_segments,image_path,error
138,ESO479-004,ok,7.499323573271552,7.470458958229942,42,867,0.015130625992565575,0.0011545846016644166,0.013706226500535807,135.50958159454217,11.153333155314126,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/ESO479-004.phot.1.fits,
139,NGC1367,ok,7.499903493247497,7.473338310117477,129,2066,0.011090711931372866,0.0010626073252008117,0.012315787728460372,243.76424505169314,11.2,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1367.phot.1.fits,
140,NGC3359,ok,7.590642922049492,7.5591942939992505,129,2648,0.020480930613886505,0.0012579451220096592,0.013083204328838872,203.6901389020564,18.38666737874349,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3359.phot.1.fits,
141,NGC3486,ok,7.592224495748043,7.551761379745773,203,4494,0.04494898979795959,0.0016185246400907795,0.009859828185612417,178.44489635254013,4.40617374216873,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3486.phot.1.fits,
142,NGC4498,ok,7.636649037751142,7.582899666582188,51,1227,0.05059585171745495,0.0021499748467581716,0.009815510839370652,88.20721930531877,8.039836811864776,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4498.phot.1.fits,
143,NGC0986,ok,7.70014991483244,7.6727493058138645,69,2423,0.05849266125917343,0.0010960243607430141,0.011110167694403796,115.47929699256767,12.302952961458407,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC0986.phot.1.fits,
144,NGC4559,ok,7.7722150470069415,7.717600228094188,509,10468,0.03175142408230862,0.0021845927565101453,0.00887217901872252,323.9695042699654,3.6050514420367454,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4559.phot.1.fits,
145,NGC4496A,ok,7.806144118474712,7.762586053306932,54,1162,0.034763357865134924,0.001742322606711192,0.016639635541928415,103.39609367758226,6.695095223370294,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4496A.phot.1.fits,
146,NGC1187,ok,8.368440515938037,8.336100535596891,180,3846,0.02879065763371636,0.0012935992136458188,0.013998357082574676,206.99983740986522,18.2,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1187.phot.1.fits,
147,NGC0685,ok,8.390679675676388,8.36017376774648,74,1319,0.01857092573037663,0.0012202363171963384,0.014848219233112109,150.6503012093061,9.28666648864746,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC0685.phot.1.fits,
148,NGC4424,ok,8.534716970829558,8.495111557067174,30,644,0.023849201940525127,0.0015842165504953874,0.009330541899677542,93.21893380090992,9.527635447212948,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4424.phot.1.fits,
149,NGC0672,ok,8.616177104185114,8.577911576432992,160,3182,0.022008424343447616,0.001530621110084869,0.0109853378632564,215.03251348073124,14.563263360722079,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC0672.phot.1.fits,
150,NGC2968,ok,8.703885744881644,8.667867744142653,53,1285,0.02152609096239216,0.0014407200295596411,0.009333076859317405,138.8000030517578,16.193333689371745,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC2968.phot.1.fits,
151,IC4901,ok,8.730058168607725,8.688740574772664,125,2380,0.02238483098512067,0.0016527037534024023,0.01384526862519636,184.06448682126575,6.159999910990396,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/IC4901.phot.1.fits,
152,NGC1350,ok,9.170344035144696,9.14184898590361,158,2815,0.01352838558061524,0.0011398019696434185,0.012928757994292162,258.8034159752838,26.78666737874349,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1350.phot.1.fits,
153,NGC5068,ok,9.284453177980229,9.257625414845421,209,3887,0.023562002558056364,0.0010731105253923114,0.02135117806617214,229.3528448169411,9.98542039831895,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC5068.phot.1.fits,
154,NGC7424,ok,9.4226900179078,9.392906322641396,190,3154,0.016022352044704088,0.0011913478106561515,0.014022802292076836,250.59361681363612,11.666666666666666,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC7424.phot.1.fits,
155,NGC4214,ok,9.555907660822127,9.508884398422383,302,4994,0.03675815723423204,0.001880930495989742,0.01563925047866302,208.21122117959052,10.214312328150543,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4214.phot.1.fits,
156,NGC4618,ok,9.580112290164436,9.546481573532533,52,1028,0.02748663101604278,0.0013452286652760848,0.02201557578597186,109.27080218276458,5.865361295579009,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4618.phot.1.fits,
157,NGC3344,ok,9.595833104250849,9.578132331990657,157,2825,0.021351049035612794,0.0007080308904076769,0.01988856648323418,205.35445612765275,7.295937221329986,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3344.phot.1.fits,
158,NGC2903,ok,9.713232438682612,9.683021052252068,590,15155,0.03611205101199525,0.001208455457221745,0.009975801098809542,366.01942240277845,19.48444367215119,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC2903.phot.1.fits,
159,NGC4639,ok,9.717412340501351,9.66581580962021,31,1038,0.0429493545183714,0.0020638612352456647,0.011737925382329985,88.0043483305265,7.324548848989287,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4639.phot.1.fits,
160,ESO054-021,ok,10.322548883392528,10.245863305124136,55,913,0.025480728977700873,0.003067423130735714,0.014939634222645775,106.89810447511162,4.199999999999999,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/ESO054-021.phot.1.fits,
161,NGC3726,ok,10.347368023683158,10.326761465412119,132,2930,0.035856768729960596,0.000824262330841558,0.015599529049503704,161.62336009039592,10.586261850557236,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3726.phot.1.fits,
162,NGC4654,ok,10.409549463255303,10.381563637037532,132,3331,0.05079834688057585,0.0011194330487108383,0.01741175808359836,144.71186191467493,8.24011711403707,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4654.phot.1.fits,
163,NGC3227,ok,10.654541635492038,10.621087121486374,60,1294,0.017607358624067926,0.0013381805602265446,0.01368393241815811,154.01171493551757,17.968033409143718,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3227.phot.1.fits,
164,NGC4579,ok,10.841984337240694,10.819680588289703,72,1760,0.023870232734769164,0.0008921499580396104,0.017639946269485098,153.6399408687657,11.644888253901524,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4579.phot.1.fits,
165,NGC5042,ok,11.768555066251835,11.72439331921998,154,2635,0.019524737508984345,0.001766469881274206,0.01415056727381362,207.47702131718154,9.193333689371745,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC5042.phot.1.fits,
166,NGC3627,ok,12.330936345743918,12.302636950377691,379,10932,0.03516616430820898,0.0011319758146491282,0.011246491123398478,315.14043586700853,18.99804873055011,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3627.phot.1.fits,
167,NGC1672,ok,12.515038578431623,12.468596738430328,192,5198,0.04734665622210482,0.0018576736000517789,0.014339280448619918,188.14996044201467,21.286970211751676,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1672.phot.1.fits,
168,NGC1512,ok,12.579103363673934,12.53556119372984,252,4595,0.022021892492906987,0.001741686797763702,0.008534269404682118,258.5259432442724,20.428624656301086,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1512.phot.1.fits,
169,NGC4064,ok,12.625257270216565,12.567833303827735,25,983,0.03242512204776356,0.0022969586555532193,0.007908900631091538,98.74250288566891,10.071254735575447,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4064.phot.1.fits,
170,NGC1291,ok,13.13181406511099,13.103666251297836,319,4927,0.013468225157452765,0.0011259125525261745,0.01277733008237286,342.37664456376854,27.810395123444756,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1291.phot.1.fits,
171,NGC3319,ok,13.511134299349798,13.441238642443052,111,2146,0.027934706203951994,0.0027958262762698494,0.006816478374845131,157.44509154418546,18.368594013488302,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3319.phot.1.fits,
172,NGC1313,ok,13.912338769996735,13.874508584018967,641,11116,0.030784313182476538,0.0015132074391106943,0.014309909320432425,339.23771661897865,12.016837776308215,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1313.phot.1.fits,
