rank,name,catalogue,candidate_rank,x,y,score,peak
73,NGC1097,weak_Gaia,9,911.4636375908049,808.5683926404752,0.04880848780762158,35.246873725497636
73,NGC1097,weak_Gaia,10,953.3111240236117,834.3346075352941,0.03379501836291123,11.901273002923451
73,NGC1097,weak_Gaia,11,781.6550881235702,771.2248274369778,0.023543811413567244,17.62141324102338
73,NGC1097,weak_Gaia,12,821.8905325643487,531.9466852423893,0.013346014945642696,8.804079691991108
73,NGC1097,weak_Gaia,13,692.0949258280755,740.9325980916605,0.010091706083214538,24.557890660841057
74,NGC3953,2MASS,1,882.6564744051525,599.0855724307451,1.7297226666507073,309.9003429405537
74,NGC3953,2MASS,2,767.1463848173449,630.8112527887022,1.3468634697550297,181.77501360479184
74,NGC3953,2MASS,3,814.8268089634394,528.6047947254538,1.084953698183721,158.98233629019
74,NGC3953,2MASS,4,883.5621914502027,571.4805234162982,0.9400249130943579,51.90225905099084
74,NGC3953,weak_Gaia,1,883.0579989158974,570.8618684672426,0.4704043195815746,51.90225905099084
74,NGC3953,weak_Gaia,2,882.5488042187359,598.9921969753293,0.29737354385496473,309.9003429405537
74,NGC3953,weak_Gaia,3,767.1952956731282,630.6295144604167,0.2824600016123829,181.77501360479184
74,NGC3953,weak_Gaia,4,817.1523981926606,528.6116335068449,0.25294649003519415,158.98233629019
75,NGC4314,2MASS,1,435.4750690333047,812.8410001379351,1.8187380692775652,3408.1376271335025
75,NGC4314,2MASS,2,260.31344662785216,761.4616152582942,1.332972369205984,1354.145029763586
75,NGC4314,2MASS,3,291.05553253298535,663.5861859361165,1.0948227789562066,1053.1915962743578
75,NGC4314,2MASS,4,272.39960732314347,566.495146513289,0.6681920771927258,270.8997177421363
75,NGC4314,2MASS,5,465.93382909374014,772.1551998183996,0.23939757066388942,119.38993510580185
75,NGC4314,weak_Gaia,1,272.5599811784813,566.417818066563,0.30926068250698735,270.8997177421363
75,NGC4314,weak_Gaia,2,227.8522548957683,825.1234701302122,0.29319952053052833,45.193108966289365
75,NGC4314,weak_Gaia,3,435.1940220741843,812.1895013144284,0.2636906244701732,3408.1376271335025
75,NGC4314,weak_Gaia,4,260.10966812614,762.033223399862,0.2537767835219827,1354.145029763586
75,NGC4314,weak_Gaia,5,223.83103273523307,741.741795284656,0.2477824052407067,159.11734081216144
75,NGC4314,weak_Gaia,6,290.6966244112937,663.9042888558482,0.2371456891036255,1053.1915962743578
75,NGC4314,weak_Gaia,7,465.9782119052878,772.0285091705931,0.1265278566480015,119.38993510580185
75,NGC4314,weak_Gaia,8,316.6682852766934,576.4248301403969,0.0956472076531486,54.80528286969972
75,NGC4314,weak_Gaia,9,379.34079809927584,615.7587851053441,0.021189326963922662,9.793427210004701
75,NGC4314,weak_Gaia,10,391.2411214435139,791.9734967062674,0.01747381876448424,24.266538193681733
76,NGC1291,2MASS,1,796.6859269337906,984.8024205808094,2.3424327726728373,6955.617702679722
76,NGC1291,2MASS,2,640.3170773440613,896.3719708724319,1.0409694330736008,574.3616693433663
76,NGC1291,2MASS,3,788.1004542594118,794.3367516934516,0.8034941613233906,468.278043118304
76,NGC1291,2MASS,4,618.7539961445889,932.4497456794885,0.5709705791744143,128.28390848773313
76,NGC1291,2MASS,5,786.319708560288,770.0894461117633,0.5599592146146986,296.4844887534207
76,NGC1291,2MASS,6,1046.5881157585902,888.0596517790557,0.4813163302882618,85.95310063538201
76,NGC1291,2MASS,7,1011.0044987542133,727.4552165243233,0.47815702523881554,97.32672508837528
76,NGC1291,2MASS,8,662.5017166334711,953.4481952227158,0.4448234051641686,133.4261053349817
76,NGC1291,2MASS,9,697.7883463691385,963.428701885789,0.392785557206729,90.08472585870939
76,NGC1291,2MASS,10,903.1540015778913,728.3418071264201,0.24335991124455048,98.33406673552892
76,NGC1291,2MASS,11,831.7081138596689,1038.9413962029496,0.2309072365540323,73.3421200204838
76,NGC1291,2MASS,12,929.8330263108479,959.1248928659368,0.21055607981796334,159.63474822066752
76,NGC1291,2MASS,13,704.0307564110831,775.078636262128,0.18659445742733485,125.96484755205383
